"","X","ID","DataType","ORIGINAL_TraitID","ORIGINAL_TraitDefinition","TraitValue","TraitUnit","N_TraitValue","ConTaxa","ResTaxa","ConTaxaStage","ResTaxaStage","Con_ForagingMovement","Con_RESDetectionDimensionality","Res_ForagingMovement","Res_CONDetectionDimensionality","CON_MASS_value","RES_MASS_value","ResArenaSize_SI_UNIT","ResDensity_SI_VALUE","ResDensityUnit","ResDensity","ResArenaSize_SI_VALUE","ConTemp","ResTemp","ResReplaceRate","ResReplaceUnit","ResReplace","TraitSIValue","TraitSIUnit","N_TraitID","N_TraitConversion","N_CONVERTED","N_TraitUnit","Original_ErrorValue","Original_ErrorValueUnit","Replicates","ConTaxon","ConStage","ConCommon","Con_MovementDimensionality","Con_Thermy","Res_MovementDimensionality","ResTaxon","ResStage","ResCommon","Res_Thermy","Habitat","LabField","ObservationtimeSI","ObservationtimeSIUnits","ConStarvationTimeSI","ConStarvationTimeSIUnits","ConArenaSiz_VALUE","ConArenaSize_UNIT","ConDensity","ConDensityUnit","ConDensity_SI_VALUE","ConDensityConst","ConSizType","CON_ORIGINAL_value","CON_ORIGINAL_unit","Con_Siz_reference","ResSizType","RES_ORIGINAL_value","RES_ORIGINAL_unit","Res_Siz_reference","Citation","FigureTable","a0","h0","Holling_AIC","Holling_gen_AIC","Poly_2_AIC","Poly_3_AIC","Holling_BIC","Holling_gen_BIC","Poly_2_BIC","Poly_3_BIC","BestAIC","BestBIC","q0"
"1689",1688,39997,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",3.8696,"individual / (1 individual * 1 day)",4.48e-05,"Tortanus forcipatus (Giesbrecht 1889)","Oithona davisae Ferrari & Orsi 1984","Tortanus forcipatus (Giesbrecht 1889) [adult - female]","Oithona davisae Ferrari & Orsi 1984 [juvenile]","active","sphere","active","sphere",7.94e-08,1e-09,"cubic meter",38644.2,"Individuals per liter",38.6442,5e-04,25,25,NA,"","No",NA,NA,NA,NA,NA,NA,0.9492,"SE",5,"Tortanus forcipatus + T. glacilis","Adult female","Copepod","3D","ectotherm","3D","Oithona davisae","Juvenile stage 5-6","Copepod","ectotherm","Marine","Laboratory",86400,"seconds",72000,"seconds",0.5,"liter",1,"Individuals per arena","","Yes","dry mass","34.482","microgram","original","Length",298,"micrometer","original","Uye S. and Y. Kayano. 1994. PREDATORY FEEDING-BEHAVIOR OF TORTANUS (COPEPODA CALANOIDA) - LIFE-STAGE DIFFERENCES AND THE PREDATION IMPACT ON SMALL PLANKTONIC CRUSTACEANS. Journal of Crustacean Biology 14:473-483.","Fig 4","0.187740828904351","0.994515744216042",-133.419279491918,-132.98019697736,-138.847791202879,-137.496777927978,-133.180954866879,-132.66243081064,-138.53002503616,-137.099570219579,NA,NA,"4.25098769133911"
"1697",1696,39998,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",102.8646,"individual / (1 individual * 1 hour)",0.0285735,"Streptocephalus torvicornis (Waga 1842)","Anuraeopsis fissa Gosse 1851","Streptocephalus torvicornis (Waga 1842) [adult - female]","Anuraeopsis fissa Gosse 1851","active","sphere","passive","sphere",0.000323693,8.25e-11,"cubic meter",6e+06,"Individuals per milliliter",6,0.00015,25,25,NA,"","No",NA,NA,NA,NA,NA,NA,16.2621,"SD",3,"Streptocephalus torvicornis (Waga 1842)","Adult male","Fairy shrimp","3D","ectotherm","3D","Anureaopsis fissa (Gosse)","","rotifer","ectotherm","Freshwater","Laboratory",9000,"seconds",14400,"seconds",150,"milliliter",3,"Individuals per arena","","Yes","length","14.7","mm","original","cell volume",7036.473252,"cubic micrometer","original","Dierckens K. R. S. S. S. Sarma J. Mertens and H. J. Dumont. 1995. FEEDING THE FAIRY SHRIMP STREPTOCEPHALUS (ANOSTRACA - CRUSTACEA) WITH THE ROTIFER ANURAEOPSIS. Hydrobiologia 308:29-33.","Fig 4","0.638613085096385","0.63721784969348",-26.9592298111131,-27.2412462008789,-16.2751260252599,-35.5942920875453,-26.7209051860736,-26.9234800341596,-15.9573598585406,-35.1970843791461,NA,NA,"3.00910504767671"
"1705",1704,39999,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",83.2854,"individual / (1 individual * 1 hour)",0.023134833,"Streptocephalus torvicornis (Waga 1842)","Anuraeopsis fissa Gosse 1851","Streptocephalus torvicornis (Waga 1842) [adult - female]","Anuraeopsis fissa Gosse 1851","active","sphere","passive","sphere",0.000367206,8.25e-11,"cubic meter",6e+06,"Individuals per milliliter",6,0.00015,25,25,NA,"","No",NA,NA,NA,NA,NA,NA,21.1482,"SD",3,"Streptocephalus torvicornis (Waga 1842)","Adult female","Fairy shrimp","3D","ectotherm","3D","Anureaopsis fissa (Gosse)","","rotifer","ectotherm","Freshwater","Laboratory",9000,"seconds",14400,"seconds",150,"milliliter",3,"Individuals per arena","","Yes","length","15.4","mm","original","cell volume",7036.473252,"cubic micrometer","original","Dierckens K. R. S. S. S. Sarma J. Mertens and H. J. Dumont. 1995. FEEDING THE FAIRY SHRIMP STREPTOCEPHALUS (ANOSTRACA - CRUSTACEA) WITH THE ROTIFER ANURAEOPSIS. Hydrobiologia 308:29-33.","Fig 3","0.16559868763857","0.46800324259441",-14.3342823640536,-14.535520786024,-7.38618726034806,-20.6432501724601,-14.0959577390141,-14.2177546193047,-7.06842109362872,-20.2460424640609,NA,NA,"-4.88274190342054"
"1713",1712,40000,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",4.288,"individual / (1 individual * 1 hour)",0.001191111,"Streptocephalus torvicornis (Waga 1842)","Anuraeopsis fissa Gosse 1851","Streptocephalus torvicornis (Waga 1842) [adult - female]","Anuraeopsis fissa Gosse 1851","active","sphere","passive","sphere",0.000745952,8.25e-11,"cubic meter",6e+06,"Individuals per milliliter",6,0.00015,25,25,NA,"","No",NA,NA,NA,NA,NA,NA,23.4861,"SD",3,"Streptocephalus torvicornis (Waga 1842)","Adult male","Fairy shrimp","3D","ectotherm","3D","Anureaopsis fissa (Gosse)","","rotifer","ectotherm","Freshwater","Laboratory",9000,"seconds",14400,"seconds",150,"milliliter",3,"Individuals per arena","","Yes","length","20","mm","original","cell volume",7036.473252,"cubic micrometer","original","Dierckens K. R. S. S. S. Sarma J. Mertens and H. J. Dumont. 1995. FEEDING THE FAIRY SHRIMP STREPTOCEPHALUS (ANOSTRACA - CRUSTACEA) WITH THE ROTIFER ANURAEOPSIS. Hydrobiologia 308:29-33.","Fig 2","0.134001311481401","0.0532119921992631",-2.76932902593144,-1.98944741347787,-7.89371993267067,-7.59363423154679,-2.53100440089193,-1.67168124675852,-7.57595376595133,-7.19642652314761,NA,NA,"-2.89757708087564"
"1721",1720,40001,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",69.6471,"individual / (1 individual * 1 hour)",0.019346417,"Streptocephalus torvicornis (Waga 1842)","Anuraeopsis fissa Gosse 1851","Streptocephalus torvicornis (Waga 1842) [adult - female]","Anuraeopsis fissa Gosse 1851","active","sphere","passive","sphere",8.09e-05,8.25e-11,"cubic meter",6e+06,"Individuals per milliliter",6,0.00015,25,25,NA,"","No",NA,NA,NA,NA,NA,NA,36.0596,"SD",3,"Streptocephalus torvicornis (Waga 1842)","Adult female","Fairy shrimp","3D","ectotherm","3D","Anureaopsis fissa (Gosse)","","rotifer","ectotherm","Freshwater","Laboratory",9000,"seconds",14400,"seconds",150,"milliliter",3,"Individuals per arena","","Yes","length","23.1","mm","original","cell volume",7036.473252,"cubic micrometer","original","Dierckens K. R. S. S. S. Sarma J. Mertens and H. J. Dumont. 1995. FEEDING THE FAIRY SHRIMP STREPTOCEPHALUS (ANOSTRACA - CRUSTACEA) WITH THE ROTIFER ANURAEOPSIS. Hydrobiologia 308:29-33.","Fig 1","1.58560067803803","0.606463729618782",-0.795171879097156,-2.68041951127061,-24.922790101655,-58.9779068359292,-0.556847254057649,-2.36265334455127,-24.6050239349357,-58.58069912753,NA,NA,"4.33461842127144"
"1729",1728,40002,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",1.3693,"individual / (1 individual * 1 day)",1.58e-05,"Metacarcinus magister (Dana 1852)","Macoma balthica (Linnaeus 1758)","Metacarcinus magister (Dana 1852) [instar 3]","Macoma balthica (Linnaeus 1758) [adult]","active","surface","sessile","surface",0.005913645,0.001856743,"square meter",60,"Individuals per arena",6,0.1,15,15,NA,"","No",NA,NA,NA,NA,NA,NA,1.2439,"SD",7,"Cancer mugister Dana","Instar 3","Dungeness crab","2D","ectotherm","2D","Macoma balthica (Linne)","","bivalve ","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",0.1,"square meter",1,"Individuals per arena","","Yes","length","14","mm","original","shell length",8.5,"mm","original","Iribarne O. D. Armstrong and M. Fernandez. 1995. ENVIRONMENTAL-IMPACT OF INTERTIDAL JUVENILE DUNGENESS CRAB HABITAT ENHANCEMENT - EFFECTS ON BIVALVES AND CRAB FORAGING RATE. Journal of Experimental Marine Biology and Ecology 192:173-194.","Fig 5a","0.0232054021117113","1.13698147176395",-123.983810984569,-115.277752683393,-128.044160169367,-131.17719801822,-124.146080537403,-115.494112087172,-128.260519573146,-131.447647272944,NA,NA,"-3.87839782750234"
"1736",1735,40003,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.894,"individual / (1 individual * 1 day)",1.03e-05,"Metacarcinus magister (Dana 1852)","Macoma balthica (Linnaeus 1758)","Metacarcinus magister (Dana 1852) [instar 5]","Macoma balthica (Linnaeus 1758) [adult]","active","surface","sessile","surface",0.008184348,0.001856743,"square meter",60,"Individuals per arena",6,0.1,15,15,NA,"","No",NA,NA,NA,NA,NA,NA,0.6284,"SD",7,"Cancer mugister Dana","Instar 5","Dungeness crab","2D","ectotherm","2D","Macoma balthica (Linne)","","bivalve ","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",0.1,"square meter",1,"Individuals per arena","","Yes","length","24.5","mm","original","shell length",8.5,"mm","original","Iribarne O. D. Armstrong and M. Fernandez. 1995. ENVIRONMENTAL-IMPACT OF INTERTIDAL JUVENILE DUNGENESS CRAB HABITAT ENHANCEMENT - EFFECTS ON BIVALVES AND CRAB FORAGING RATE. Journal of Experimental Marine Biology and Ecology 192:173-194.","Fig 5b","0.376685299679501","0.229179008707972",-119.7296599342,-115.954487434069,-120.938725052374,-120.759548144094,-119.891929487034,-116.170846837848,-121.155084456153,-121.029997398817,NA,NA,"4.09047098597512"
"1743",1742,40004,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.0062031,"individual / (1 individual * 15 minutes)",6.89e-06,"Coenagrion resolutum (Hagen in Selys 1876)","Daphnia magna Straus 1820","Coenagrion resolutum (Hagen in Selys 1876) [nymph]","Daphnia magna Straus 1820","sessile","half-sphere","active","sphere",1.89e-06,3.35e-08,"cubic meter",4000,"Individuals per arena",1,0.00025,23,23,NA,"","No",NA,NA,NA,NA,NA,NA,0.0354,"SE",6,"Coenagrion resolutum","Larva","damsefly larva","3D","ectotherm","3D","Daphnia magna Straus","adult","Daphnia","ectotherm","Freshwater","Laboratory",900,"seconds",172800,"seconds",250,"milliliter",1,"Individuals per arena","","Yes","head width","1.783","mm","original","Length",1.097,"mm","original","Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.","Fig 5","0.885830427296034","0.285591013599159",-140.653777111149,-139.206431230085,-141.622595757394,-141.723342451286,-139.199057161785,-137.266804630933,-139.682969158242,-139.298809202346,NA,NA,"-4.70939371036366"
"1755",1754,40005,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.4821,"individual / (1 individual * 15 minutes)",0.000535667,"Lestes disjunctus Selys 1862","Daphnia magna Straus 1820","Lestes disjunctus Selys 1862 [nymph]","Daphnia magna Straus 1820","sessile","half-sphere","active","sphere",1.89e-06,3.35e-08,"cubic meter",4000,"Individuals per arena",1,0.00025,23,23,NA,"","No",NA,NA,NA,NA,NA,NA,0.1974,"SE",6,"Lestes disjunctus","Larva","Common spreadwing damsefly","3D","ectotherm","3D","Daphnia magna Straus","adult","Daphnia","ectotherm","Freshwater","Laboratory",900,"seconds",172800,"seconds",250,"milliliter",1,"Individuals per arena","","Yes","head width","1.783","mm","original","Length",1.097,"mm","original","Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.","Fig 5","1.34165204028356","0.0639672789212901",-128.336452394162,-127.235691572997,-127.257714046295,-134.900240939111,-126.881732444798,-125.296064973845,-125.318087447143,-132.475707690171,NA,NA,"-4.7585839102976"
"1767",1766,40006,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.3453,"individual / (1 individual * 15 minutes)",0.000383667,"Coenagrion resolutum (Hagen in Selys 1876)","Daphnia magna Straus 1820","Coenagrion resolutum (Hagen in Selys 1876) [nymph]","Daphnia magna Straus 1820","sessile","half-sphere","active","sphere",3.86e-06,1.29e-07,"cubic meter",4000,"Individuals per arena",1,0.00025,23,23,NA,"","No",NA,NA,NA,NA,NA,NA,0.1979,"SE",6,"Coenagrion resolutum","Larva","damsefly larva","3D","ectotherm","3D","Daphnia magna Straus","adult","Daphnia","ectotherm","Freshwater","Laboratory",900,"seconds",172800,"seconds",250,"milliliter",1,"Individuals per arena","","Yes","head width","2.546","mm","original","Length",2.07,"mm","original","Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.","Fig 6","0.323472787703363","0.210179899493421",-148.955219182831,-151.150762093238,-142.3977487669,-144.21797777706,-147.500499233467,-149.211135494086,-140.458122167748,-141.79344452812,NA,NA,"0.794080167543143"
"1779",1778,40007,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",1.0152,"individual / (1 individual * 15 minutes)",0.001128,"Lestes disjunctus Selys 1862","Daphnia magna Straus 1820","Lestes disjunctus Selys 1862 [nymph]","Daphnia magna Straus 1820","sessile","half-sphere","active","sphere",4.01e-06,1.29e-07,"cubic meter",4000,"Individuals per arena",1,0.00025,23,23,NA,"","No",NA,NA,NA,NA,NA,NA,0.0761,"SE",6,"Lestes disjunctus","Larva","Common spreadwing damsefly","3D","ectotherm","3D","Daphnia magna Straus","adult","Daphnia","ectotherm","Freshwater","Laboratory",900,"seconds",172800,"seconds",250,"milliliter",1,"Individuals per arena","","Yes","head width","2.596","mm","original","Length",2.07,"mm","original","Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.","Fig 6","0.0207385087196127","0.612553981922722",-134.05963485563,NA,-138.88084530144,-138.281868276918,-132.604914906266,NA,-136.941218702288,-135.857335027978,NA,NA,"-3.35025907959789"
"1791",1790,40008,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.5739,"individual / (1 individual * 15 minutes)",0.000637667,"Coenagrion resolutum (Hagen in Selys 1876)","Daphnia magna Straus 1820","Coenagrion resolutum (Hagen in Selys 1876) [nymph]","Daphnia magna Straus 1820","sessile","half-sphere","active","sphere",6.37e-06,2.73e-07,"cubic meter",4000,"Individuals per arena",1,0.00025,23,23,NA,"","No",NA,NA,NA,NA,NA,NA,0.3752,"SE",6,"Coenagrion resolutum","Larva","damsefly larva","3D","ectotherm","3D","Daphnia magna Straus","adult","Daphnia","ectotherm","Freshwater","Laboratory",900,"seconds",172800,"seconds",250,"milliliter",1,"Individuals per arena","","Yes","head width","3.27","mm","original","Length",2.897,"mm","original","Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.","Fig 7","0.0766367669953696","0.513670374959093",-89.5360256320477,NA,-90.7230976835744,-88.7504139552137,-89.2977010070082,NA,-90.405331516855,-88.3532062468146,NA,NA,"-4.58801773842424"
"1799",1798,40009,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.8072,"individual / (1 individual * 15 minutes)",0.000896889,"Lestes disjunctus Selys 1862","Daphnia magna Straus 1820","Lestes disjunctus Selys 1862 [nymph]","Daphnia magna Straus 1820","sessile","half-sphere","active","sphere",5.6e-06,2.73e-07,"cubic meter",4000,"Individuals per arena",1,0.00025,23,23,NA,"","No",NA,NA,NA,NA,NA,NA,0.3042,"SE",6,"Lestes disjunctus","Larva","Common spreadwing damsefly","3D","ectotherm","3D","Daphnia magna Straus","adult","Daphnia","ectotherm","Freshwater","Laboratory",900,"seconds",172800,"seconds",250,"milliliter",1,"Individuals per arena","","Yes","head width","3.066","mm","original","Length",2.897,"mm","original","Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.","Fig 7","0.30101897157212","0.21793414137506",-128.727195499302,-110.357891044653,-126.324846641415,-130.633005617066,-127.272475549938,-108.418264445501,-124.385220042263,-128.208472368126,NA,NA,"-4.90581350866705"
"1811",1810,40010,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",17300000,"individual / (1 individual * 1 day)",200.2314815,"Nereis diversicolor ????","Rhodomonas spp.","Nereis diversicolor ???? [adult]","Rhodomonas spp.","active","sphere","active","sphere",0.00045814,1.25e-13,"cubic meter",3e+09,"Individuals per milliliter",3000,0.02,15,15,NA,"","Yes",NA,NA,NA,NA,NA,NA,NA,"",NA,"Nereis diversicolor","Adult","Polychaete","3D","ectotherm","3D","Rhodomonas sp.","","Alga","ectotherm","Marine","Laboratory",734400,"seconds",NA,"",20,"liter",10,"Individuals per arena","","Yes","wet mass","458.1428571","mg","original","cell diameter",6.2,"micrometer","original","Nielsen A. M. N. T. Eriksen J. J. L. Iversen and H. U. Riisgard. 1995. FEEDING GROWTH AND RESPIRATION IN THE POLYCHAETES NEREIS-DIVERSICOLOR (FACULTATIVE FILTER-FEEDER) AND N-VIRENS (OMNIVOROUS) - A COMPARATIVE-STUDY. Marine Ecology-Progress Series 125:149-158.","Table 2",NA,NA,NA,NA,63.8702686858178,55.6582700235141,NA,NA,63.03730656273,54.6170673696544,NA,NA,NA
"1817",1816,40011,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.0013333,"individual / (1 individual * 1 hour)",3.7e-07,"Surnia ulula (Linnaeus 1758)","Microtus spp.","Surnia ulula (Linnaeus 1758) [adult]","Microtus spp. [adult]","active","surface","active","half-sphere",0.32425,0.04,"square meter",0.00010129,"Individuals per 1 ha",1.0129,3.5e+08,39,38,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,"Surnia ulula caparoch","Adult","Northern Hawk Owl","3D","endotherm","2D","Microtus spp.","adult","vole","endotherm","Terrestrial","field",NA,"",NA,"",350,"square kilometer",NA,"","","no","wet mass","324.25","g","http://www.owlpages.com/owls.php?genus=Surnia&species=ulula","wet mass",0.04,"kg","original","Rohner C. J. N. M. Smith J. Stroman M. Joyce F. I. Doyle and R. Boonstra. 1995. NORTHERN HAWK-OWLS IN THE NEARCTIC BOREAL FOREST - PREY SELECTION AND POPULATION CONSEQUENCES OF MULTIPLE PREY CYCLES. Condor 97:208-220.","Fig 2","0.302241529349983","0.960678993523704",-94.0864685099968,-120.897895435453,-99.3124108593587,-119.183102356231,-95.2581547726945,-122.460143785716,-100.874659209622,-121.13591279406,NA,NA,"0.874895772431046"
"1822",1821,40012,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.0144,"individual / (1 individual * 1 hour)",4e-06,"Surnia ulula (Linnaeus 1758)","Lepus americanus Erxleben 1777","Surnia ulula (Linnaeus 1758) [adult]","Lepus americanus Erxleben 1777 [juvenile]","active","surface","active","half-sphere",0.32425,0.22,"square meter",0.00019271,"Individuals per 1 ha",1.9271,3.5e+08,39,38,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,"Surnia ulula caparoch","Adult","Northern Hawk Owl","3D","endotherm","2D","Lepus americanus","juvenile","snowshoe hare","endotherm","Terrestrial","field",NA,"",NA,"",350,"square kilometer",NA,"","","no","wet mass","324.25","g","http://www.owlpages.com/owls.php?genus=Surnia&species=ulula","wet mass",0.22,"kg","original","Rohner C. J. N. M. Smith J. Stroman M. Joyce F. I. Doyle and R. Boonstra. 1995. NORTHERN HAWK-OWLS IN THE NEARCTIC BOREAL FOREST - PREY SELECTION AND POPULATION CONSEQUENCES OF MULTIPLE PREY CYCLES. Condor 97:208-220.","Fig 2","0.0496456809476125","1.19990562307409",-79.2470588900969,-96.7737960018554,-97.0186607885084,NA,-81.0881758067372,-99.2286185573758,-99.4734833440289,NA,NA,NA,"0.608472572388514"
"1826",1825,40013,"new","Resource mass Consumption Rate","The mass of resource consumed by consumers per time",5.8309,"gram (biomass - dry) / (individual * 1 minute)",0.325840545,"Alces alces Gray 1821","Acer rubrum Linnaeus","Alces alces Gray 1821 [juvenile (1 yr)]","Acer rubrum Linnaeus [unbranched shoot]","active","surface","sessile","surface",274,0.000801745,"square meter",0.00824,"Individuals per square meter",0.00824,1250,38,NA,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",NA,"Alces alces (L.)","Yearling","Moose","2D","endotherm","sessile","Acer rubrum","unbranched shoots","red maple","ectotherm","Terrestrial","enclosure",1350,"seconds",36000,"seconds",1250,"square meter",1,"Individuals per arena","","yes","wet mass","274","kg","original","stem diameter",4.25,"mm","original","Shipley L. A. and D. E. Spalinger. 1995. INFLUENCE OF SIZE AND DENSITY OF BROWSE PATCHES ON INTAKE RATES AND FORAGING DECISIONS OF YOUNG MOOSE AND WHITE-TAILED DEER. Oecologia 104:112-121.","Fig 1","4.53585773352388","0.510632620449287",-30.8213928334221,-13.4113744095017,-19.8998448697295,-21.3020078652267,-30.5830682083826,-13.0936082427823,-19.5820787030102,-20.9048001568275,NA,NA,"2.56806192453951"
